1,Ολοκλήρωση της δημόσιας ηλεκτρονικής διαβούλευσης για το σχέδιο νόμου του Υπουργείου Εσωτερικών με τίτλο «ΑΡΣΗ ΠΕΡΙΟΡΙΣΜΩΝ ΓΙΑ ΤΗΝ ΕΓΓΡΑΦΗ ΣΤΟΥΣ ΕΙΔΙΚΟΥΣ ΕΚΛΟΓΙΚΟΥΣ ΚΑΤΑΛΟΓΟΥΣ ΕΚΛΟΓΕΩΝ ΕΞΩΤΕΡΙΚΟΥ».,http://www.opengov.gr/ypes/?p=8813,891
2,Ανοιχτή δημόσια διαβούλευση του Οδηγού Προσβασιμότητας για ιστοτόπους και εφαρμογές για φορητές συσκευές των οργανισμών της Ελληνικής Δημόσιας Διοίκησης,http://www.opengov.gr/digitalandbrief/?p=3012,
3,Ολοκλήρωση διαβούλευσης για το σχέδιο νόμου με τίτλο «Ρυθμίσεις σχετικά με τους Οργανισμούς Τοπικής Αυτοδιοίκησης α’ και β’ βαθμού – Ρυθμίσεις σχετικά με τον ειδικό εκλογικό χώρο για ΑμεΑ και το δικαίωμα του εκλέγεσθαι – Διατάξεις για την ευζωία των ζώων συντροφιάς – Διατάξεις για το ανθρώπινο δυναμικό του δημοσίου τομέα – Λοιπές ρυθμίσεις του Υπουργείου Εσωτερικών»,http://www.opengov.gr/ypes/?p=8762,892
4,Δημόσια ηλεκτρονική διαβούλευση για το σχέδιο νόμου του Υπουργείου Υγείας με τον τίτλο «ΦΑΡΜΑΚΕΥΤΙΚΟΙ ΣΥΛΛΟΓΟΙ – ΠΑΝΕΛΛΗΝΙΟΣ ΦΑΡΜΑΚΕΥΤΙΚΟΣ ΣΥΛΛΟΓΟΣ – ΙΝΣΤΙΤΟΥΤΟ ΦΑΡΜΑΚΕΥΤΙΚΩΝ ΕΠΙΣΤΗΜΟΝΙΚΩΝ ΕΡΕΥΝΩΝ»,http://www.opengov.gr/yyka/?p=4299,
5,"Ολοκλήρωση δημόσιας διαβούλευσης για τη νομοθετική πρωτοβουλία του Υπουργείου Μετανάστευσης και Ασύλου, υπό τον τίτλο: «Κώδικας Μετανάστευσης»",http://www.opengov.gr/immigration/?p=1742,893
6,Πρόσκληση-Διαβούλευση για το Σχέδιο Κανονισμού 47 «Νηολόγιο Αεροσκαφών Ενόπλων Δυνάμεων (ΝΑΕΔ)» της Εθνικής Στρατιωτικής Αρχής Αξιοπλοΐας (ΕΣΑΑ),http://www.opengov.gr/mindefence/?p=7002,
7,"Δημόσια ηλεκτρονική διαβούλευση για το σχέδιο νόμου:«Διατάξεις για την ανάπτυξη, τις υποδομές και τη στήριξη της επιχειρηματικότητας και του τουρισμού»",http://www.opengov.gr/yme/?p=5204,1004
8,Ολοκλήρωση διαδικασίας για το σχέδιο νόμου του Υπουργείου Υγείας με τίτλο «Εκσυγχρονισμός του δικαίου για τη δωρεά και μεταμόσχευση οργάνων»,http://www.opengov.gr/yyka/?p=4156,894
9,Δημόσια διαβούλευση για τη νομοθετική πρωτοβουλία του Υπουργείου Υποδομών και Μεταφορών υπό τον τίτλο: «Εκσυγχρονισμός των επιβατικών και εμπορευματικών μεταφορών – Διατάξεις για την εύρυθμη λειτουργία των εποπτευόμενων φορέων και άλλες διατάξεις της Γενικής Γραμματείας Μεταφορών»,http://www.opengov.gr/yme/?p=5113,
10,"Oλοκλήρωση της διαδικασίας της δημόσιας διαβούλευσης σχετικά με το Σχέδιο νόμου του Υπουργείου Υγείας με τίτλο «Σύσταση Νομικού Προσώπου Ιδιωτικού Δικαίου με την επωνυμία «Ογκολογικό Κέντρο Παίδων “Μαριάννα Β. Βαρδινογιάννη – ΕΛΠΙΔΑ”», ρυθμίσεις για την αντιμετώπιση της πανδημίας του κορωνοϊου COVID-19 και την προστασία της δημοσίας υγείας και άλλες επείγουσες ρυθμίσεις»",http://www.opengov.gr/yyka/?p=4025,1005
11,Διαβούλευση για το σχέδιο νόμου υπό τον τίτλο: «Ενιαίο ρυθμιστικό πλαίσιο για την οργάνωση και λειτουργία του Ελληνικού Γεωργικού Οργανισμού-ΔΗΜΗΤΡΑ»,http://www.opengov.gr/ypaat/?p=2903,895
12,Δημόσια διαβούλευση για το σχέδιο νόμου του Υπουργείου Παιδείας και Θρησκευμάτων με τίτλο « «Ζούμε Αρμονικά Μαζί – Σπάμε τη Σιωπή»: Ρυθμίσεις για την πρόληψη και αντιμετώπιση της βίας και του εκφοβισμού στα σχολεία και άλλες διατάξεις»,http://www.opengov.gr/ypepth/?p=6049,896
13,"Δημόσια διαβούλευση για τη νομοθετική πρωτοβουλία του Υπουργείου Εσωτερικών, υπό τον τίτλο: «Σύστημα Καινοτομίας στον δημόσιο τομέα – Ρυθμίσεις Γενικής Γραμματείας Ανθρωπίνου Δυναμικού Δημοσίου Τομέα – Ρυθμίσεις για τη λειτουργία των Ο.Τ.Α. α΄ και β’ βαθμού και των αποκεντρωμένων διοικήσεων και για την ευζωία των ζώων συντροφιάς – Λοιπές επείγουσες ρυθμίσεις του Υπουργείου Εσωτερικών».",http://www.opengov.gr/ypes/?p=8661,897
14,Ολοκλήρωση της δημόσιας διαβούλευσης επί του Εθνικού Σχεδίου Δράσης για την Ψυχική Υγεία 2021-2030,http://www.opengov.gr/yyka/?p=3941,
15,Ολοκλήρωση διαβούλευσης επί του σχεδίου νόμου: «Διατάξεις για τη θωράκιση του θεσμικού πλαισίου του αθλητισμού και τον εξορθολογισμό της αθλητικής νομοθεσίας»,http://www.opengov.gr/cultureathl/?p=9100,1178
16,"Ολοκλήρωση της δημόσιας διαβούλευσης επί του σχεδίου νόμου του Υπουργείου Πολιτισμού και Αθλητισμού με τίτλο:«Εκσυγχρονισμός της μουσειακής πολιτικής και ζητημάτων διαχείρισης της πολιτιστικής κληρονομιάς: ίδρυση μουσείων-ν.π.δ.δ., κρατική ασφάλιση της κινητικότητας των πολιτιστικών αγαθών, δράσεις του Ο.Δ.Α.Π. και του Μουσείου Ακρόπολης, ρυθμίσεις ποινικής προστασίας της πολιτιστικής κληρονομιάς, Συμβούλια του Υπουργείου Πολιτισμού και Αθλητισμού, Μητρώο Προσωπικού Αρχαιολογικών Εργασιών και λοιπές διατάξεις σχετικά με το προσωπικό τουΥπουργείου Πολιτισμού και Αθλητισμού και την αντιμετώπιση των συνεπειών της πανδημίας στον  πολιτισμό»",http://www.opengov.gr/cultureathl/?p=8979,898
17,Δημόσια ηλεκτρονική διαβούλευση για τον νέο Κώδικα Ιδιωτικού Ναυτικού Δικαίου,http://www.opengov.gr/ynanp/?p=1908,
18,Δημόσια ηλεκτρονική διαβούλευση επί της νομοθετικής πρωτοβουλίας του Υπουργείου Υποδομών και Μεταφορών υπό τον τίτλο: «Σύσταση Εθνικού Οργανισμού Διερεύνησης Αεροπορικών και Σιδηροδρομικών Ατυχημάτων και Ασφάλειας Μεταφορών»,http://www.opengov.gr/yme/?p=4981,899
19,"Δημόσια ηλεκτρονική διαβούλευση για το σχέδιο νόμου με τίτλο «Μέριμνα υπέρ του προσωπικού των Ενόπλων Δυνάμεων, εξορθολογισμός της νομοθεσίας των Ενόπλων Δυνάμεων, οργάνωση της Εθνοφυλακής και άλλες διατάξεις»",http://www.opengov.gr/mindefence/?p=6892,900
20,Ολοκλήρωση δημόσιας ηλεκτρονικής διαβούλευσης για το σχέδιο νόμου «Ολοκληρωμένο Σύστημα Παροχής Ανακουφιστικής Φροντίδας – Ρυθμίσεις για την αντιμετώπιση της πανδημίας του κορωνοϊού COVID-19 και την προστασία της δημόσιας υγείας και λοιπές διατάξεις»,http://www.opengov.gr/yyka/?p=3835,901
21,5ο Εθνικό Σχέδιο Δράσης για το Open Government Partnership (OGP),http://www.opengov.gr/digitalandbrief/?p=2988,
22,"Δημόσια ηλεκτρονική διαβούλευση για το σχέδιο νόμου με τίτλο: «Σπίτι μου – στεγαστική πολιτική για τους νέους, αξιοποίηση της δημόσιας περιουσίας για κοινωνική κατοικία και άλλες διατάξεις»",http://www.opengov.gr/minlab/?p=5936,
23,Δημόσια ηλεκτρονική διαβούλευση επί του σχεδίου νόμου: «Πολυεπίπεδη διακυβέρνηση και διαχείριση κινδύνων στον δημόσιο τομέα»,http://www.opengov.gr/ypes/?p=8552,902
24,"Δημόσια ηλεκτρονική διαβούλευση επί του σχεδίου νόμου του Υπουργείου Εσωτερικών υπό τον τίτλο: «Δημοτική Αστυνομία, Φορείς Λαϊκών Αγορών, Απλούστευση διαδικασιών μεταξύ Ο.Τ.Α. και Αποκεντρωμένων Διοικήσεων και λοιπές ρυθμίσεις του Υπουργείου Εσωτερικών»",http://www.opengov.gr/ypes/?p=8496,903
25,Ολοκλήρωση της δημόσιας ηλεκτρονικής διαβούλευσης για το Εθνικό Σχέδιο Δράσης για την Προστασία των Παιδιών από τη Σεξουαλική Κακοποίηση και Εκμετάλλευση – 2022-2027,http://www.opengov.gr/ypep/?p=817,904
26,Δημόσια διαβούλευση επί του σχεδίου νόμου με τίτλο:»Οργάνωση και λειτουργία Εθνικής Μονάδας ETIAS»,http://www.opengov.gr/ypex/?p=918,
27,"Διαβούλευση επί του σχεδίου νόμου: «Δευτεροβάθμια περίθαλψη, ιατρική εκπαίδευση και λοιπές διατάξεις αρμοδιότητας του Υπουργείου Υγείας»",http://www.opengov.gr/yyka/?p=3687,905
